 title , comment , username , date  , rating 
Cada vez más a la baja lo que era un gran Hotel,"Fuimos en un grupo de 5 personas, desde la llegada tuvimos problemas con las llaves de las habitaciones, además de que entregaron una habitación sucia. No tienen cultura de servicio ya que no se dieron cuenta de sus fallas hasta que se las mencionamos pero tampoco ofrecieron…",Angel Cruz E,October 2017,1.0
Loved our stay at the MGM Grand,We stayed 3 nights for my wife's 40th birthday celebration. The Mlife program and the concierge were the stars of this hotel. Very helpful and great information to help with booking events and restaurants. I highly recommend the Vegas Nights helicopter adventure which can also…,elhijodefe,June 2018,5.0
Fresh looking rooms/Very Comfortable,"This was my first time staying at the MGM Grand after staying at several other MGM properties. This place is HUGE, so expect to do a lot of walking in addition to walking on the Strip. The rooms were renovated a few years ago and they still look very nice today. The beds were…",CrispyCream27,November 2017,4.0
NO HOT WATER,No hot water for showering...housekeeping very loud talking & Not No hot water for shower...housekeeping loud... talking & laughing in hallway while people are trying to rest & sleep. Vending machine wouldn’t dispense water we tried to buy. We had requested & prepaid for a…,Chefg46,June 2018,2.0
Family vacation in Las Vegas,I was able to choose the MGM Grand Hotel and Casino for the first time after doing research on which hotel suited the best for children. I chose this place mainly because of the pool and lazy river. The only things that I didn't like about this hotel was that it was a long…,Tim C,June 2018,4.0
vacation at the pool,"The pools were amazing. The services down by the pool were great. The floaties were a little pricey, but if you are taking kids this is the place to stay. The food court food is not very good but all other food was very good.",moglasgo,June 2018,5.0
First stay at MGM Grand,"Having stayed at Mandalay Bay and Luxor before that, I had confidence in the MGM properties. This trip I tried MGM Grand and had a wonderful experience. The rooms are comfortable, well appointed and neutral in style. I will definitely come back.",LaurenStraub,June 2018,5.0
Comfortable and reasonably priced,Stayed here for 5 nights with my best friend. We were upgraded to a room in the grand tower as opposed to the west wing which was one of the refurbed rooms - looking at the state of the walls and elevators in the west wing I’m really pleased we were upgraded because the WW…,Girl_upnorth,June 2018,4.0
Excellent stay at MGM,"I think MGM Grand is one of the best hotels in the world. The staff was very helpful and friendly and the rooms were very nice. From the higher levels you have a perfect view on Las Vegas. The pool area is also very nice, unfortunately when we stayed there in early October some…",julian1234842,October 2017,5.0
Crappy,"MGM Grand Hotel is one of the older hotels on the strip. You can tell when you check into your room. The room that I received had a weird musky odor and I told front desk, and they switched me to another room. In that room, the faucet wasn't working in the sink. Annoying.…",stacyvalentino7,February 2018,2.0
"Customer service and curtesy, very disappointing",This trip was a 5 day trip to celebrate my Dad’s 75th birthday. He is a very active. We walked 9-10 miles per day. We had to leave the hotel to get good breakfast food. The room was average & staff uncaring.,cher2019,June 2018,3.0
"Mold,broken a.c. and double billed oh my","Not that this will matter nor will it impact this lousy business, however I feel like this should be put out there. We landed June 7th 2018 check into our west wing room and found 2 good sized mold spots in the shower that had clearly been growing for sometime. We were not even…",jimjam1212,June 2018,1.0
Vacation of a lifetime,This place is all good. I mean courteous staff clean rooms a vacation or never had it so good. The pool is a once-in-a-lifetime experience as you can listen to cascading waterfalls at The Lazy River. And for those of you who like music it's pumping all the time. You should…,carltoon1969,June 2018,5.0
An Unexpected Disappointment,My daughter and I (one middle age and one elderly) had both been looking forward to a stay at the MGM Grand for awhile. There was this mystique and all this hype about this world famous destination that made us really desire a stay there. Boy we were disappointed. The two queen…,lengel2018,April 2018,3.0
One of the best hotels in LV,We went to LV last May 2018. There was no problem checking in because we used online check-in. It only took 10min before we took our keys. Same thing for checking out. It only took a minute. Big rooms. Great service. Clean pool.,Xtian S,May 2018,5.0
Celebration!,Just leaving the mgm and it is definatly grand! All you could want from a resort. But im giving it a 4 just because the rooms compared to other hotels are abit dated. I would expect better lighting and a speaker in the rooms and also updated blinds as there were holes in them.…,Sameela,June 2018,4.0
Gimme a break!,I live about 70 miles outside Vegas so I'm often in town for one night to take in a show. Two weeks ago my wife and I were there for a Paul Simon concert. The hotel facilities and rooms are wonderful but paying a $15 parking fee on top of the bogus $35 resort fee for the…,XPLOR,May 2018,3.0
Okay,"Stayed at this hotel with my family from the 13th for 4 nights.We booked 2 Rooms Queens Beds Strip View which was hardly a view.The rooms are old and need renovation immediately.The meal at their restaurant Buffet was yuk,although a huge choice of dishes,the taste was…",Dawar2009,May 2018,4.0
Meh,"They removed a lot of things since the last time I came here. There is a golden lion in the middle of the lobby where you can take pictures. They change the setting around it based on whatever the it is. Last time I saw lion, it was in a UFC cage which is pretty cool! The…",danabutler82,July 2017,3.0
Conference at MGM,Conference at MGM - the room was spacious and clean. Loved the huge bathroom and Jacuzzi. Overall experience was great. The Mexican restaurant was closed Mon/Tues which is when I was there. This would be the only,Terri D,June 2018,5.0
Disappointed...West Tower MGM Grand,"Three rooms for a two night stay!!! The first room - 8 - 525 West Wing was deplorable. The AC unit was not turned on when I arrived and the room was muggy. Instinctively, I turned on the AC. This explained why the unit was not running. The unit rumbled very loud and would…",CiaB2018,May 2018,2.0
Love this hotel.,This hotel will not disappoint. Great pool and lazy river with plenty of room to find a chair. Hotel has great location to other hotels. Beds were wonderfully comfortable. Staff was awesome. Highly recommend staying here.,Deanna21769,June 2018,5.0
